# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.2-dev32b

2132.agree, long, 0000000000000000
gerry.totalm, long, 0000000000000000
lsm66.agree, long, 0000000000000000
lsm66.coin, long, 0000000000000001
lsm66.firstjoin, long, 0000000000000001
lsm66.totalc, long, 0000000000000000
lsm66.totalm, long, 0000000000000000
mc_airui.agree, long, 0000000000000000
mc_airui.coin, long, 0000000000000001
mc_airui.firstjoin, long, 0000000000000001
mc_airui.totalc, long, 0000000000000000
mc_airui.totalm, long, 0000000000000000
mc_jianyu.agree, long, 0000000000000000
mc_jianyu.coin, long, 0000000000000001
mc_jianyu.firstjoin, long, 0000000000000001
mc_jianyu.totalc, long, 0000000000000000
mc_jianyu.totalm, long, 0000000000000000
meng_dong.agree, long, 0000000000000000
meng_dong.agreeb, long, 0000000000000000
meng_dong.agrees, long, 0000000000000000
meng_dong.coin, long, 0000000000000000
meng_dong.firstjoin, long, 0000000000000001
meng_dong.totalc, long, 0000000000000000
meng_dong.totalm, long, 0000000000000000
money, long, 0000000000001680
mu6pnk63.agree, long, 0000000000000000
mu6pnk63.coin, long, 0000000000000001
mu6pnk63.firstjoin, long, 0000000000000001
mu6pnk63.totalc, long, 0000000000000000
mu6pnk63.totalm, long, 0000000000000000
p.stat, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFF6
vi_v.agree, long, 0000000000000000
vi_v.coin, long, 0000000000000000
vi_v.firstjoin, long, 0000000000000001
vi_v.totalc, long, 0000000000000000
vi_v.totalm, long, 0000000000000000
xiong.agree, long, 0000000000000000
xiong.coin, long, 0000000000000001
xiong.firstjoin, long, 0000000000000001
xiong.totalc, long, 0000000000000000
xiong.totalm, long, 0000000000000000
xuan_xiao_cang.agree, long, 0000000000000000
xuan_xiao_cang.coin, long, 0000000000000001
xuan_xiao_cang.firstjoin, long, 0000000000000001
xuan_xiao_cang.totalc, long, 0000000000000000
xuan_xiao_cang.totalm, long, 0000000000000000
xyg.agree, long, 0000000000000000
xyg.coin, long, 0000000000000001
xyg.firstjoin, long, 0000000000000001
xyg.totalc, long, 0000000000000000
xyg.totalm, long, 0000000000000000

edqy.totalc, long, 0000000000000000
edqy.totalm, long, 0000000000000000
edqy.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFF7
coraline.totalc, long, 0000000000000000
coraline.totalm, long, 0000000000000000
coraline.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFF8
gerry.totalc, long, 0000000000000000
gerry.totalm, long, 0000000000000000
gerry.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFF9
playercount, long, FFFFFFFFFFFFFFF8
vi_v.totalc, long, 0000000000000000
vi_v.totalm, long, 0000000000000000
vi_v.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFF9
playercount, long, FFFFFFFFFFFFFFF8
vi_v.totalc, long, 0000000000000000
vi_v.totalm, long, 0000000000000000
vi_v.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFF9
gerry.totalm, double, 40C6800000000000
gerry.totalc, long, 0000000000000002
gerry.agree, long, 0000000000000001
gerry.agree, long, 0000000000000002
gerry.totalc, long, 0000000000000001
gerry.totalm, double, 40B6800000000000
gerry.totalm, double, 40B5600000000000
gerry.totalm, double, 40B6800000000000
gerry.totalc, long, 0000000000000001
gerry.agree, long, 0000000000000001
money, long, 000000000000169A
money, long, 00000000000016BD
gerry.totalm, double, 40B6BD0000000000
gerry.totalc, long, 0000000000000001
gerry.agree, long, 0000000000000001
gerry.totalm, double, 40B6BD0000000000
gerry.totalc, long, 0000000000000001
gerry.agree, long, 0000000000000001
gerry.totalm, double, 40B6BD0000000000
gerry.totalc, long, 0000000000000001
gerry.agree, long, 0000000000000001
gerry.totalm, double, 40B6BD0000000000
gerry.totalc, long, 0000000000000001
gerry.agree, long, 0000000000000001
222111.totalc, long, 0000000000000000
222111.totalm, long, 0000000000000000
222111.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFA
playercount, long, FFFFFFFFFFFFFFF9
vi_v.totalc, long, 0000000000000000
vi_v.totalm, long, 0000000000000000
vi_v.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFA
playercount, long, FFFFFFFFFFFFFFF9
playercount, long, FFFFFFFFFFFFFFF8
playercount, long, FFFFFFFFFFFFFFF7
money, long, 00000000000016D7
money, long, 0000000000001704
mu6pnk63.totalc, long, 0000000000000000
mu6pnk63.totalm, long, 0000000000000000
mu6pnk63.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFF8
aus1b.totalc, long, 0000000000000000
aus1b.totalm, long, 0000000000000000
aus1b.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFF9
mc_airui.totalc, long, 0000000000000000
mc_airui.totalm, long, 0000000000000000
mc_airui.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFA
mc_jianyu.totalc, long, 0000000000000000
mc_jianyu.totalm, long, 0000000000000000
mc_jianyu.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFB
baby_chen.coin, long, 0000000000000001
baby_chen.firstjoin, long, 0000000000000001
baby_chen.totalc, long, 0000000000000000
baby_chen.totalm, long, 0000000000000000
baby_chen.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFC
playercount, long, FFFFFFFFFFFFFFFB
playercount, long, FFFFFFFFFFFFFFFA
aus1b.totalc, long, 0000000000000000
aus1b.totalm, long, 0000000000000000
aus1b.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFB
playercount, long, FFFFFFFFFFFFFFFA
playercount, long, FFFFFFFFFFFFFFF9
playercount, long, FFFFFFFFFFFFFFF8
playercount, long, FFFFFFFFFFFFFFF7
playercount, long, FFFFFFFFFFFFFFF6
playercount, long, FFFFFFFFFFFFFFF5
bug_nishimiya.totalc, long, 0000000000000000
bug_nishimiya.totalm, long, 0000000000000000
bug_nishimiya.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFF6
mu6pnk63.totalc, long, 0000000000000000
mu6pnk63.totalm, long, 0000000000000000
mu6pnk63.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFF7
mc_airui.totalc, long, 0000000000000000
mc_airui.totalm, long, 0000000000000000
mc_airui.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFF8
mc_jianyu.totalc, long, 0000000000000000
mc_jianyu.totalm, long, 0000000000000000
mc_jianyu.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFF9
baby_chen.totalc, long, 0000000000000000
baby_chen.totalm, long, 0000000000000000
baby_chen.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFA
playercount, long, FFFFFFFFFFFFFFF9
playercount, long, FFFFFFFFFFFFFFF8
playercount, long, FFFFFFFFFFFFFFF7
playercount, long, FFFFFFFFFFFFFFF6
playercount, long, FFFFFFFFFFFFFFF5
motian_dada.coin, long, 0000000000000001
motian_dada.firstjoin, long, 0000000000000001
motian_dada.totalc, long, 0000000000000000
motian_dada.totalm, long, 0000000000000000
motian_dada.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFF6
mu6pnk63.totalc, long, 0000000000000000
mu6pnk63.totalm, long, 0000000000000000
mu6pnk63.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFF7
baby_chen.totalc, long, 0000000000000000
baby_chen.totalm, long, 0000000000000000
baby_chen.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFF8
mc_jianyu.totalc, long, 0000000000000000
mc_jianyu.totalm, long, 0000000000000000
mc_jianyu.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFF9
aus1b.totalc, long, 0000000000000000
aus1b.totalm, long, 0000000000000000
aus1b.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFA
bug_nishimiya.totalc, long, 0000000000000000
bug_nishimiya.totalm, long, 0000000000000000
bug_nishimiya.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFB
mc_airui.totalc, long, 0000000000000000
mc_airui.totalm, long, 0000000000000000
mc_airui.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFC
playercount, long, FFFFFFFFFFFFFFFB
xuelang520.coin, long, 0000000000000001
xuelang520.firstjoin, long, 0000000000000001
xuelang520.totalc, long, 0000000000000000
xuelang520.totalm, long, 0000000000000000
xuelang520.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFC
motian_dada.totalc, long, 0000000000000000
motian_dada.totalm, long, 0000000000000000
motian_dada.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFD
playercount, long, FFFFFFFFFFFFFFFC
mu6pnk63.totalc, long, 0000000000000000
mu6pnk63.totalm, long, 0000000000000000
mu6pnk63.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFD
coraline.totalc, long, 0000000000000000
coraline.totalm, long, 0000000000000000
coraline.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFE
playercount, long, FFFFFFFFFFFFFFFD
playercount, long, FFFFFFFFFFFFFFFC
xuelang520.totalc, long, 0000000000000000
xuelang520.totalm, long, 0000000000000000
xuelang520.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFD
playercount, long, FFFFFFFFFFFFFFFC
playercount, long, FFFFFFFFFFFFFFFB
aus1b.totalc, long, 0000000000000000
aus1b.totalm, long, 0000000000000000
aus1b.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFC
magic_index.coin, long, 0000000000000001
magic_index.firstjoin, long, 0000000000000001
magic_index.totalc, long, 0000000000000000
magic_index.totalm, long, 0000000000000000
magic_index.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFD
playercount, long, FFFFFFFFFFFFFFFC
playercount, long, FFFFFFFFFFFFFFFB
xuelang520.totalc, long, 0000000000000000
xuelang520.totalm, long, 0000000000000000
xuelang520.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFC
lsm66.totalc, long, 0000000000000000
lsm66.totalm, long, 0000000000000000
lsm66.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFD
playercount, long, FFFFFFFFFFFFFFFC
money, long, 000000000000171E
money, long, 0000000000001732
lsm66.totalc, long, 0000000000000000
lsm66.totalm, long, 0000000000000000
lsm66.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFD
playercount, long, FFFFFFFFFFFFFFFC
playercount, long, FFFFFFFFFFFFFFFB
playercount, long, FFFFFFFFFFFFFFFA
playercount, long, FFFFFFFFFFFFFFF9
aus1b.totalc, long, 0000000000000000
aus1b.totalm, long, 0000000000000000
aus1b.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFA
playercount, long, FFFFFFFFFFFFFFF9
playercount, long, FFFFFFFFFFFFFFF8
playercount, long, FFFFFFFFFFFFFFF7
zhuzai.coin, long, 0000000000000001
zhuzai.firstjoin, long, 0000000000000001
zhuzai.totalc, long, 0000000000000000
zhuzai.totalm, long, 0000000000000000
zhuzai.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFF8
motian_dada.totalc, long, 0000000000000000
motian_dada.totalm, long, 0000000000000000
motian_dada.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFF9
playercount, long, FFFFFFFFFFFFFFF8
playercount, long, FFFFFFFFFFFFFFF7
magic_index.totalc, long, 0000000000000000
magic_index.totalm, long, 0000000000000000
magic_index.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFF8
