# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.2-dev32b

2132.agree, long, 0000000000000000
mc_jianyu.totalc, long, 0000000000000000
mc_jianyu.totalm, long, 0000000000000000
meng_dong.agree, long, 0000000000000000
meng_dong.agreeb, long, 0000000000000000
meng_dong.agrees, long, 0000000000000000
meng_dong.coin, long, 0000000000000000
meng_dong.firstjoin, long, 0000000000000001
meng_dong.totalc, long, 0000000000000000
meng_dong.totalm, long, 0000000000000000
money, long, 0000000000001624
mu6pnk63.agree, long, 0000000000000000
mu6pnk63.coin, long, 0000000000000001
mu6pnk63.firstjoin, long, 0000000000000001
mu6pnk63.totalc, long, 0000000000000000
mu6pnk63.totalm, long, 0000000000000000
p.stat, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFA
xiong.agree, long, 0000000000000000
xiong.coin, long, 0000000000000001
xiong.firstjoin, long, 0000000000000001
xiong.totalc, long, 0000000000000000
xiong.totalm, long, 0000000000000000
xyg.agree, long, 0000000000000002
xyg.coin, long, 0000000000000001
xyg.firstjoin, long, 0000000000000001
xyg.totalc, long, 0000000000000001
xyg.totalm, double, 40B5089999999999

2132.totalc, long, 0000000000000000
2132.totalm, long, 0000000000000000
2132.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFB
xyg.totalc, long, 0000000000000000
xyg.totalm, long, 0000000000000000
xyg.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFC
mc_airui.totalc, long, 0000000000000000
mc_airui.totalm, long, 0000000000000000
mc_airui.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFD
vi_v.coin, long, 0000000000000001
vi_v.firstjoin, long, 0000000000000001
vi_v.totalc, long, 0000000000000000
vi_v.totalm, long, 0000000000000000
vi_v.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFE
playercount, long, FFFFFFFFFFFFFFFD
playercount, long, FFFFFFFFFFFFFFFC
coraline.coin, long, 0000000000000001
coraline.firstjoin, long, 0000000000000001
coraline.totalc, long, 0000000000000000
coraline.totalm, long, 0000000000000000
coraline.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFD
playercount, long, FFFFFFFFFFFFFFFC
coraline.totalc, long, 0000000000000000
coraline.totalm, long, 0000000000000000
coraline.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFD
money, long, 000000000000163E
money, long, 000000000000164D
fishing.stat, long, 0000000000000001
vi_v.coin, long, 0000000000000000
xuan_xiao_cang.coin, long, 0000000000000001
xuan_xiao_cang.firstjoin, long, 0000000000000001
xuan_xiao_cang.totalc, long, 0000000000000000
xuan_xiao_cang.totalm, long, 0000000000000000
xuan_xiao_cang.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFE
playercount, long, FFFFFFFFFFFFFFFD
fishing.stat, long, 0000000000000000
mc_airui.totalc, long, 0000000000000000
mc_airui.totalm, long, 0000000000000000
mc_airui.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFFE
playercount, long, FFFFFFFFFFFFFFFD
playercount, long, FFFFFFFFFFFFFFFC
playercount, long, FFFFFFFFFFFFFFFB
